value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.208,1.0,6,0.139,0.6,1,2,0,"""1-1""",,,
0.635,0.556,4,0.882,0.083,1,3,-1,"""0-1""",,,
0.042,0.6,4,0.275,0.563,9,3,-2,"""0-2""",,,
0.962,0.9,2,0.766,0.591,2,2,0,"""1-0""",,,
0.518,0.9,1,1.0,0.8,2,2,-2,"""1-0""",,,
0.066,0.75,0,0.882,0.5,9,3,0,"""1-1""",,,
0.156,0.35,2,0.093,1.0,9,3,-4,"""2-0""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.416,0.2,7,0.07,0.5,4,1,1,"""0-1""",,,
0.61,0.417,9,1.0,0.313,6,3,-3,"""0-3""",,,
0.265,0.75,3,0.094,0.05,7,1,1,"""1-0""",,,
0.731,0.35,7,0.409,0.2,4,2,0,"""3-3""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.117,0.4,1,0.108,0.444,2,1,1,"""2-1""",,,
0.133,0.833,6,0.254,0.333,4,1,2,"""2-0""",,,
0.045,0.563,3,0.094,0.464,4,3,-1,"""0-1""",,,
0.042,0.944,9,0.786,0.0625,6,3,-3,"""0-3""",,,
0.416,0.6,4,0.165,0.438,7,3,1,"""1-0""",,,
0.609,0.571,3,0.06,0.417,5,1,3,"""3-0""",,,
0.045,0.563,6,0.094,0.111,1,3,-1,"""0-1""",,,
0.427,0.667,4,0.044,0.6,1,1,3,"""3-0""",,,
0.857,0.5,5,0.205,0.7,1,2,0,"""0-0""",,,
0.525,0.1,9,0.048,0.55,3,1,4,"""5-1""",,,
0.26,0.778,3,0.28,0.5,4,2,0,"""0-0""",,,
0.173,0.1,3,0.849,1.0,1,2,0,"""3-3""",,,
0.54,0.167,6,0.203,0.556,6,1,1,"""2-1""",,,
0.272,1.0,3,0.731,0.6,0,3,-1,"""0-1""",,,
0.789,0.8,3,0.284,1.0,2,2,0,"""0-0""",,,
0.789,0.9,4,0.08,0.222,1,2,0,"""1-1""",,,
0.229,0.1,4,0.072,0.55,4,2,0,"""2-2""",,,
0.32,0.417,6,0.123,0.556,6,1,1,"""2-1""",,,
0.867,0.179,4,0.248,0.071,7,1,1,"""1-0""",,,
0.211,0.45,0,0.235,0.563,4,1,2,"""0-0""",,,
0.454,0.45,4,0.412,0.429,7,1,1,"""2-1""",,,
0.042,0.944,0,0.786,0.167,6,3,-3,"""0-3""",,,
0.237,0.4,3,0.11,0.55,3,1,2,"""2-1""",,,
0.092,0.85,3,0.252,0.85,7,3,-1,"""0-2""",,,
0.099,0.4,0,0.272,0.6,1,2,0,"""1-1""",,,
0.052,0.95,3,0.366,0.679,9,2,0,"""0-0""",,,
0.612,0.7,6,0.139,0.5,4,2,2,"""0-0""",,,
0.5,0.25,4,0.466,0.15,9,2,0,"""1-1""",,,
0.473,0.9,2,0.752,0.9,9,2,0,"""1-1""",,,
0.237,0.15,6,0.807,0.95,3,1,1,"""4-2""",,,
0.366,0.35,7,0.12,0.3,4,1,2,"""2-0""",,,
0.291,0.6,4,0.562,0.778,9,3,-2,"""0-2""",,,
0.237,0.15,6,0.208,0.4,6,1,2,"""4-2""",,,
0.098,0.375,7,0.042,1.0,0,3,-1,"""1-2""",,,
0.155,0.773,3,0.132,0.5,3,1,1,"""1-0""",,,
0.211,0.636,2,0.094,0.75,2,2,0,"""2-2""",,,
0.211,0.3,7,0.466,0.278,4,2,-1,"""1-1""",,,
0.508,0.056,6,0.286,0.15,3,2,0,"""3-3""",,,
0.454,0.636,5,0.11,0.15,6,1,1,"""3-1""",,,
0.597,0.35,7,0.092,0.3,6,1,2,"""3-1""",,,
0.32,0.222,6,0.123,0.464,6,1,1,"""2-1""",,,
0.444,0.444,3,0.151,1.0,6,3,-1,"""0-1""",,,
0.292,0.778,3,0.268,0.9,4,2,0,"""1-1""",,,
0.857,0.5,4,0.343,0.9,4,2,0,"""3-3",,,
0.13,0.5,0,1.0,0.1,9,3,-2,"""0-2""",,,
0.173,1.0,0,1.0,0.65,4,2,0,"""1-1""",,,
0.173,0.75,6,0.08,0.45,1,2,0,"""0-1""",,,
0.237,0.15,6,0.807,0.4,6,1,2,"""4-2""",,,
0.084,0.5,2,0.254,0.15,4,2,0,"""0-0""",,,
0.362,0.222,1,0.123,0.556,6,1,1,"""2-1""",,,
0.092,0.85,4,0.487,0.1,6,3,-2,"""0-2""",,,
0.318,0.8,4,0.398,0.55,7,3,-2,"""0-2""",,,
0.123,0.6,2,0.962,0.25,2,3,-2,"""0-2""",,,
0.44,0.85,7,0.108,0.5,4,3,-1,"""0-1""",,,
0.527,0.444,3,0.609,0.833,6,1,1,"""2-1""",,,
0.345,0.278,4,0.084,0.8,2,2,0,"""4-3""",,,
0.038,0.6,7,0.043,0.2,4,2,0,"""0-0""",,,
0.555,0.6,5,0.126,0.25,7,3,-2,"""0-2""",,,
1.0,0.667,5,0.409,0.2,4,2,0,"""0-0""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.173,0.5,4,0.462,0.15,4,2,0,"""1-1""",,,
0.44,0.625,4,0.225,0.75,5,1,-2,"""5-0""",,,
0.084,0.389,7,0.151,0.679,1,2,0,"""0-0""",,,
0.49,0.7,3,0.075,0.05,7,1,1,"""2-1""",,,
0.49,0.222,3,0.203,0.556,7,1,1,"""2-1""",,,
0.084,0.75,0,1.0,0.3,5,1,1,"""1-0""",,,
0.66,0.393,1,0.219,0.5,2,1,1,"""2-1""",,,
0.336,0.85,1,0.111,0.8,6,2,0,"""2-2""",,,
0.348,0.5,4,0.715,0.75,7,2,-2,"""1-1""",,,
0.465,0.333,3,0.08,0.833,7,1,3,"""0-0""",,,
0.237,0.15,6,0.807,0.4,6,1,2,"""4-2""",,,
0.26,0.4,4,0.675,0.75,6,2,0,"""3-3""",,,
0.203,0.9,7,0.133,0.55,9,2,0,"""0-0""",,,
0.278,0.85,3,0.795,0.6,0,3,-1,"""0-1""",,,
1.0,0.95,3,0.28,0.8,4,2,0,"""0-0""",,,
0.5,0.7,2,0.752,0.75,9,2,0,"""1-1""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""3-2""",,,
0.273,0.25,6,0.208,0.6,6,1,1,"""1-0""",,,
0.226,0.611,6,0.402,0.5,4,1,1,"""2-1""",,,
0.58,0.563,3,0.151,0.6,7,3,-1,"""0-1""",,,
0.066,0.6,3,0.051,1.0,1,1,1,"""1-0""",,,
0.508,0.05,3,0.54,0.667,7,3,-1,"""1-2""",,,
0.466,0.85,6,0.151,0.5,6,3,-1,"""0-1""",,,
0.54,0.889,6,0.15,0.556,6,1,1,"""2-1""",,,
0.857,0.833,6,0.406,0.4,6,2,0,"""0-0""",,,
0.55,0.6,4,0.558,0.95,2,1,-2,"""0-2""",,,
0.66,0.75,4,0.133,0.5,7,1,1,"""1-0""",,,
0.5,0.667,5,0.139,0.8,3,2,0,"""0-0""",,,
0.06,0.833,1,0.385,0.65,3,1,2,"""3-1""",,,
0.26,1.0,0,1.0,0.5,6,3,-3,"""0-2""",,,
0.301,0.722,2,0.093,0.1,3,1,1,"""1-0""",,,
0.184,0.8,6,0.269,0.45,7,3,-1,"""1-2""",,,
0.06,0.833,5,0.254,0.65,6,1,2,"""3-1""",,,
0.046,0.35,5,0.254,0.2,4,1,2,"""3-1""",,,
0.502,0.611,4,0.139,0.15,3,2,0,"""1-1""",,,
0.789,0.909,4,0.535,0.6,5,2,0,"""2-2""",,,
0.321,0.6,4,0.084,0.95,5,1,3,"""3-0""",,,
0.203,0.214,2,0.466,0.222,5,2,0,"""1-1""",,,
0.518,0.167,9,0.172,0.05,7,1,1,"""2-1""",,,
0.61,0.05,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.12,0.563,3,0.094,0.95,0,3,-1,"""0-1""",,,
0.211,0.05,6,0.279,0.313,6,3,-3,"""0-0""",,,
0.502,0.85,0,0.462,1.0,9,2,0,"""0-0""",,,
0.237,0.25,4,0.882,0.1,0,3,-1,"""0-1""",,,
0.237,0.15,6,0.048,0.55,3,1,2,"""2-3""",,,
0.807,0.15,6,0.208,0.4,6,1,2,"""4-2""",,,
0.042,0.944,4,0.786,0.167,6,3,-3,"""0-3""",,,
0.203,0.214,5,0.051,0.3,3,2,0,"""3-1""",,,
0.265,0.625,2,0.108,0.8,4,1,1,"""1-0""",,,
0.341,0.15,7,0.549,0.85,3,3,-2,"""1-2""",,,
0.578,0.25,4,0.882,0.1,3,3,-1,"""0-2""",,,
0.499,0.6,4,0.044,0.85,5,1,3,"""3-0""",,,
0.961,0.393,9,0.1,0.45,7,1,5,"""6-1""",,,
0.211,0.278,4,0.68,0.409,0,2,0,"""2-2""",,,
0.108,0.179,3,0.282,0.071,7,1,1,"""2-1""",,,
0.066,0.75,6,0.398,1.0,1,2,0,"""2-2""",,,
0.543,0.1,3,0.387,1.0,1,2,0,"""0-0""",,,
0.237,0.15,4,0.084,0.95,0,1,2,"""4-2""",,,
0.543,0.3,2,0.218,0.889,4,2,0,"""0-0""",,,
0.197,0.45,1,0.203,0.5,4,1,2,"""3-1""",,,
0.038,0.75,0,1.0,0.75,9,1,1,"""1-0""",,,
0.208,0.75,1,0.566,0.1,1,2,0,"""0-0""",,,
0.208,0.15,7,0.042,0.083,1,2,0,"""4-1""",,,
0.321,0.278,4,0.084,0.95,3,1,3,"""3-0""",,,
0.092,0.1,4,1.0,0.25,7,3,-2,"""0-2""",,,
0.962,0.9,2,0.286,0.75,3,2,0,"""3-3""",,,
0.348,0.5,1,0.275,0.125,4,3,-2,"""0-2""",,,
0.455,0.75,3,0.094,0.95,0,3,-1,"""1-2""",,,
0.066,0.25,4,0.882,0.438,0,3,-1,"""0-1""",,,
0.382,0.389,6,0.385,0.722,4,2,0,"""0-0""",,,
0.237,0.188,6,0.252,0.2,6,1,2,"""3-1""",,,
0.5,0.3,2,1.0,0.1,9,2,0,"""2-2""",,,
0.045,0.9,4,0.882,0.833,3,2,0,"""1-1""",,,
0.199,0.333,7,0.28,0.107,4,2,0,"""3-3""",,,
0.26,1.0,6,0.151,0.5,1,3,-1,"""0-1""",,,
0.13,0.75,4,1.0,0.1,9,1,1,"""1-0""",,,
0.229,0.214,3,0.28,0.35,4,2,0,"""0-0""",,,
0.065,0.2,1,0.059,0.4,6,1,2,"""2-3""",,,
1.0,0.15,6,0.849,1.0,4,2,0,"""0-0""",,,
0.237,0.6,4,0.084,0.95,1,1,7,"""3-0""",,,
0.478,0.9,1,0.225,0.563,4,1,1,"""1-0""",,,
0.226,0.9,3,0.202,0.722,4,2,0,"""2-2""",,,
0.092,0.85,4,0.275,0.1,9,3,-2,"""0-2""",,,
0.138,0.111,4,0.882,0.95,4,3,-1,"""0-1""",,,
0.731,0.1,5,0.466,0.65,6,1,2,"""3-1""",,,
0.203,0.5,1,0.788,0.8,4,1,2,"""4-1""",,,
0.042,0.944,9,0.279,0.313,5,3,-1,"""0-3""",,,
0.374,0.4,4,0.093,0.7,3,2,0,"""0-0""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""5-0""",,,
0.402,0.722,2,0.12,0.8,3,1,4,"""2-0""",,,
0.08,0.9,5,0.344,0.2,4,2,0,"""0-0""",,,
0.084,0.167,1,0.391,0.556,6,1,1,"""2-1""",,,
0.555,0.05,6,0.815,0.083,4,2,-2,"""3-3",,,
0.156,0.167,3,0.488,0.071,7,1,1,"""3-2""",,,
0.204,0.278,4,0.278,0.667,5,1,3,"""3-0""",,,
0.133,0.35,1,0.489,0.722,4,1,2,"""3-1""",,,
0.065,0.333,3,0.566,1.0,3,2,0,"""0-0""",,,
0.609,0.893,6,0.466,0.071,1,1,1,"""2-1""",,,
0.418,0.05,7,0.549,0.85,4,3,-2,"""0-2""",,,
0.197,0.333,3,0.104,0.944,0,1,2,"""2-0""",,,
0.278,0.85,6,0.111,0.6,3,3,-1,"""0-0""",,,
0.12,0.8,4,0.151,0.3,4,3,-1,"""0-1""",,,
0.578,0.5,4,0.097,0.667,5,3,-1,"""1-2""",,,
0.597,0.889,1,0.203,0.556,2,1,1,"""2-1""",,,
0.325,0.5,5,0.766,1.0,1,1,0,"""0-0""",,,
0.292,0.6,4,0.093,0.15,3,2,3,"""0-2""",,,
0.203,0.667,6,0.093,0.6,4,2,0,"""0-0""",,,
0.543,0.9,2,1.0,0.5,2,3,-2,"""0-2""",,,
0.578,0.75,4,0.882,0.1,0,1,1,"""1-0""",,,
0.635,0.15,4,0.108,0.55,3,1,1,"""1-0""",,,
0.272,0.9,7,0.278,0.55,1,1,1,"""1-0""",,,
0.789,0.667,3,0.366,0.5,4,2,0,"""0-0""",,,
0.321,0.278,5,0.612,1.0,3,1,2,"""3-3",,,
0.501,1.0,2,1.0,0.75,6,2,0,"""1-1""",,,
1.0,0.375,2,0.205,0.1,1,2,0,"""1-1""",,,
0.374,0.65,2,1.0,0.1,1,2,0,"""1-1""",,,
0.203,0.893,3,0.466,0.278,4,2,0,"""0-0""",,,
0.084,0.393,6,0.391,0.556,2,1,1,"""2-1""",,,
0.204,0.077,4,0.366,0.111,4,2,0,"""1-1""",,,
0.065,0.15,6,0.398,0.591,6,3,-1,"""0-1""",,,
0.301,0.3,2,0.225,0.5,3,1,2,"""2-0""",,,
0.487,0.615,6,0.093,0.7,5,1,1,"""1-0""",,,
0.612,0.636,5,0.815,0.455,4,2,0,"""0-0""",,,
0.661,0.4,4,0.252,0.071,4,1,1,"""0-4""",,,
0.527,0.5,7,0.409,0.2,2,3,-2,"""1-2""",,,
0.304,0.55,3,0.051,0.5,2,1,1,"""1-0""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.609,0.438,6,0.295,0.688,5,1,3,"""3-0""",,,
0.266,0.65,2,1.0,0.1,9,3,-1,"""0-1""",,,
0.54,0.889,6,0.282,0.15,6,1,1,"""2-1""",,,
0.409,0.35,6,0.344,0.455,4,3,-2,"""1-3""",,,
0.789,0.2,6,0.398,0.6,1,2,0,"""0-0""",,,
0.321,0.05,9,0.048,0.688,5,1,3,"""3-0""",,,
0.402,0.667,3,0.752,0.5,0,1,1,"""1-0""",,,
0.1,0.179,5,0.788,0.85,7,1,1,"""2-0""",,,
0.635,1.0,4,0.123,0.1,0,3,-1,"""1-2""",,,
0.318,0.45,7,0.126,0.3,7,3,1,"""1-2""",,,
0.597,0.889,6,0.172,0.444,6,1,1,"""2-1""",,,
0.362,0.889,6,0.123,0.167,6,1,1,"""2-1""",,,
0.485,1.0,0,0.675,0.75,9,2,0,"""1-1""",,,
0.343,0.773,5,0.043,0.2,3,2,0,"""0-0""",,,
0.084,0.2,7,0.051,1.0,6,1,1,"""3-2""",,,
0.073,0.9,1,0.205,0.722,4,2,0,"""2-2""",,,
0.731,0.45,0,0.254,0.65,6,1,2,"""3-1""",,,
0.265,0.3,4,0.072,0.15,4,2,0,"""1-1""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.487,0.9,3,0.114,0.85,7,1,1,"""1-0""",,,
0.5,0.85,2,0.266,0.45,3,2,0,"""0-0""",,,
0.518,0.2,1,0.391,0.5,6,1,1,"""2-1""",,,
0.273,0.5,4,0.252,0.25,9,3,-2,"""0-2""",,,
0.501,0.95,6,1.0,0.55,6,3,-1,"""0-1""",,,
0.466,1.0,6,0.07,0.6,1,3,-1,"""0-1""",,,
0.06,0.833,1,0.12,0.333,6,1,2,"""3-1""",,,
0.237,0.417,6,0.163,0.455,6,2,-2,"""0-2""",,,
0.502,0.4,0,0.385,0.5,1,1,3,"""3-0""",,,
0.574,0.944,3,0.336,0.5,4,1,1,"""1-0""",,,
0.543,0.389,5,0.044,0.455,3,2,0,"""0-0""",,,
0.092,0.6,4,0.875,0.778,2,3,-2,"""0-2""",,,
0.123,0.35,2,0.549,0.5,1,3,-2,"""0-2""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""4-1""",,,
0.084,0.563,4,0.882,0.95,3,3,-1,"""1-2""",,,
0.291,0.5,4,0.084,0.1,3,2,0,"""1-1""",,,
1.0,0.1,9,0.048,0.55,3,1,4,"""5-1""",,,
0.108,0.05,3,0.271,0.45,7,3,1,"""3-2""",,,
0.038,0.85,6,0.042,0.9,4,2,0,"""0-0""",,,
0.173,0.1,1,0.474,0.111,4,2,0,"""1-1""",,,
0.045,0.778,6,0.544,0.4,1,2,-1,"""0-1""",,,
0.343,0.5,6,0.108,0.778,4,2,0,"""0-0""",,,
0.499,0.667,4,0.398,1.0,5,1,3,"""4-1""",,,
0.073,0.5,6,0.544,0.2,2,3,-2,"""0-2""",,,
0.321,0.111,4,0.044,0.429,3,1,3,"""4-1""",,,
0.462,0.3,2,0.715,0.65,3,1,2,"""3-1""",,,
0.58,0.15,1,0.68,0.15,4,2,0,"""2-3""",,,
1.0,0.1,4,0.409,0.111,3,3,-1,"""0-1""",,,
0.882,0.571,4,0.044,0.429,3,1,3,"""3-0""",,,
0.612,0.611,6,0.084,1.0,3,3,-2,"""0-0""",,,
0.416,0.444,6,0.093,1.0,4,2,0,"""0-0""",,,
0.243,0.05,9,0.044,0.2,1,1,3,"""3-0""",,,
0.278,0.4,4,0.612,1.0,3,1,1,"""2-0""",,,
0.073,0.889,1,0.412,0.8,4,1,1,"""2-1""",,,
0.204,0.6,6,0.044,0.889,0,1,3,"""4-1""",,,
0.5,0.15,6,0.043,0.2,3,3,-2,"""0-2""",,,
0.108,0.95,0,0.206,0.45,7,1,1,"""3-2""",,,
0.266,0.65,2,0.962,0.1,9,3,-4,"""0-4""",,,
0.123,0.45,0,1.0,0.75,6,3,-1,"""0-1""",,,
0.61,0.125,9,0.609,0.042,9,3,-3,"""0-3""",,,
0.487,0.636,5,0.072,0.25,2,3,-2,"""0-2""",,,
0.455,0.25,4,0.882,0.1,0,3,-1,"""0-1""",,,
0.574,0.4,3,0.315,0.563,0,1,1,"""1-0""",,,
0.49,0.167,4,0.462,0.5,3,1,1,"""1-0""",,,
0.661,0.417,0,0.406,0.8,4,2,0,"""2-2""",,,
0.208,0.15,6,0.435,0.1,6,3,-1,"""0-1""",,,
0.5,0.778,4,0.366,0.95,0,2,0,"""1-1""",,,
0.882,0.6,9,0.165,0.95,5,1,3,"""3-0""",,,
0.066,0.75,0,1.0,0.1,9,3,0,"""0-1""",,,
0.867,0.6,4,0.084,0.4,5,1,3,"""4-1""",,,
0.123,0.6,0,0.562,0.5,2,3,-2,"""0-2""",,,
0.203,0.4,3,0.344,0.9,1,2,0,"""0-0""",,,
0.26,0.444,3,0.766,0.6,1,2,0,"""0-1""",,,
0.382,0.1,6,0.043,0.6,3,2,0,"""0-0""",,,
0.092,0.65,4,1.0,0.1,2,3,-2,"""0-2""",,,
0.44,0.25,4,0.6,0.1,3,1,1,"""1-0""",,,
0.409,0.417,2,0.043,0.222,4,2,0,"""1-1""",,,
0.527,0.722,2,0.703,0.563,9,1,0,"""1-1""",,,
0.042,0.944,9,0.609,0.167,6,3,-3,"""0-3""",,,
0.454,0.9,7,0.766,0.5,4,2,0,"""1-1""",,,
0.366,0.35,7,0.563,0.3,4,1,2,"""2-0""",,,
0.052,0.625,3,0.042,0.222,4,2,0,"""0-1""",,,
0.362,0.222,6,0.172,0.5,7,1,1,"""2-1""",,,
0.08,0.611,0,0.093,0.455,4,2,0,"""0-0""",,,
0.584,0.1,5,0.254,0.875,3,1,2,"""3-1""",,,
0.12,0.563,3,0.069,0.438,0,3,-1,"""0-1""",,,
0.362,0.444,6,0.519,0.556,6,1,1,"""2-1""",,,
0.055,0.167,3,0.051,1.0,7,1,1,"""2-1""",,,
0.065,0.1,7,0.752,0.75,4,2,0,"""1-1""",,,
0.509,0.15,7,0.218,0.2,6,1,2,"""1-0""",,,
0.073,0.95,1,0.366,0.5,4,2,0,"""1-1""",,,
0.612,1.0,6,0.402,0.15,4,3,-2,"""0-0""",,,
0.235,0.85,4,0.366,0.679,4,2,0,"""0-2""",,,
0.402,0.136,2,0.462,0.75,5,1,1,"""3-2""",,,
0.739,0.35,1,0.487,0.25,4,3,-2,"""3-1""",,,
0.06,0.05,2,0.97,0.1,6,3,-1,"""0-1""",,,
0.318,0.05,7,0.54,0.45,7,3,-1,"""1-2""",,,
0.962,0.444,3,0.254,0.95,9,1,2,"""1-0""",,,
0.454,0.333,3,0.54,0.7,4,3,-1,"""0-1""",,,
0.525,0.571,9,0.165,0.429,5,1,3,"""4-1""",,,
0.208,0.417,3,0.435,0.1,6,3,-1,"""2-3""",,,
0.55,0.6,4,0.072,0.1,7,3,-2,"""0-2""",,,
0.318,0.05,9,0.54,0.95,7,3,-1,"""1-2""",,,
0.478,0.833,1,0.505,0.722,6,1,2,"""3-1""",,,
0.211,0.222,7,0.6,0.833,2,1,3,"""3-0""",,,
0.961,0.05,9,0.059,0.667,7,3,-1,"""1-2""",,,
0.117,0.278,3,0.266,0.5,4,3,-1,"""0-1""",,,
0.046,0.611,4,0.084,1.0,3,2,0,"""3-3""",,,
0.123,0.7,0,0.051,0.071,1,1,1,"""2-1""",,,
0.58,0.773,7,0.269,0.75,6,3,-1,"""0-1""",,,
0.609,0.438,4,0.126,0.688,5,1,3,"""3-0""",,,
1.0,0.278,9,0.268,0.55,3,1,4,"""5-1""",,,
0.743,0.636,5,0.344,0.2,4,3,-2,"""1-3""",,,
0.06,0.833,1,0.505,0.333,6,1,2,"""3-1""",,,
0.487,0.167,5,0.219,0.107,3,1,4,"""1-0""",,,
0.229,0.95,3,0.043,0.45,4,2,0,"""0-0""",,,
0.343,0.3,1,0.122,0.65,4,2,1,"""3-1""",,,
0.108,0.667,4,0.202,0.85,0,3,-1,"""0-1""",,,
0.409,0.9,4,0.815,0.2,4,2,0,"""0-0""",,,
0.208,0.688,4,0.882,0.95,0,3,-1,"""0-1""",,,
0.108,0.2,3,0.206,0.8,7,1,1,"""3-2""",,,
0.073,0.9,1,0.06,0.8,4,2,0,"""1-0""",,,
0.5,0.625,2,1.0,0.1,9,3,-2,"""1-1""",,,
0.482,0.563,0,0.573,0.438,0,3,-1,"""0-1""",,,
0.035,0.444,2,0.279,0.154,2,3,-2,"""0-2""",,,
0.409,0.778,6,0.752,0.722,4,2,0,"""0-0""",,,
0.465,0.909,4,0.072,0.15,9,2,0,"""0-2""",,,
0.291,0.625,4,1.0,0.1,2,3,-2,"""0-2""",,,
1.0,0.167,6,0.042,0.45,4,2,0,"""0-0""",,,
0.578,0.75,0,1.0,0.5,9,1,1,"""1-0""",,,
0.343,0.9,5,0.151,0.8,4,3,-1,"""1-2""",,,
0.13,0.6,5,0.172,0.1,9,1,1,"""1-0""",,,
0.1,0.4,6,0.042,0.8,4,3,2,"""3-1""",,,
0.49,0.9,3,0.202,0.722,4,2,1,"""0-0""",,,
0.065,0.15,4,0.501,0.111,6,2,0,"""1-1""",,,
0.204,0.333,3,0.097,0.5,4,1,2,"""2-0""",,,
0.743,0.636,5,0.815,0.455,3,3,-2,"""1-3""",,,
0.184,0.85,2,0.703,0.75,4,2,0,"""0-0""",,,
0.325,0.15,6,0.111,0.8,3,2,0,"""1-1""",,,
0.427,0.571,6,0.044,1.0,3,1,3,"""3-0""",,,
0.518,0.773,4,0.535,0.222,3,2,0,"""2-2""",,,
0.133,0.417,0,0.072,0.5,4,2,0,"""1-1""",,,
0.208,1.0,0,1.0,0.5,2,3,-1,"""0-1""",,,
0.527,0.9,3,0.281,0.15,4,2,0,"""1-1""",,,
0.487,0.667,4,0.391,0.7,9,2,0,"""1-1""",,,
0.084,0.889,6,0.172,0.556,6,1,1,"""2-1""",,,
0.304,0.65,4,0.875,0.25,9,3,-2,"""0-2""",,,
0.204,0.5,5,0.163,0.7,3,1,2,"""3-3",,,
0.455,0.179,3,0.06,0.85,7,1,1,"""3-2""",,,
0.321,0.611,7,0.165,0.7,3,1,2,"""3-1""",,,
0.235,0.45,5,0.093,0.6,6,3,-2,"""0-2""",,,
0.26,0.65,4,0.875,0.1,7,3,-2,"""1-0""",,,
0.66,0.375,6,0.97,0.464,3,3,-1,"""0-1""",,,
0.133,0.333,3,0.11,0.5,4,3,2,"""2-0""",,,
0.226,0.179,3,0.206,0.5,7,1,1,"""2-1""",,,
0.065,0.6,7,0.752,0.778,3,1,3,"""3-0""",,,
0.409,0.167,5,0.562,0.833,4,1,3,"""4-1""",,,
0.211,0.2,3,0.133,0.6,4,2,0,"""1-1""",,,
0.807,0.5,4,0.097,0.55,3,2,3,"""1-1""",,,
0.857,0.4,4,0.397,0.111,3,2,2,"""2-2""",,,
1.0,0.95,6,0.051,0.8,1,2,-2,"""0-2""",,,
0.291,0.4,1,0.266,0.278,4,2,0,"""1-1""",,,
0.499,0.5,6,0.284,0.5,3,1,-2,"""0-2""",,,
0.066,0.125,6,0.295,0.95,1,1,3,"""3-0""",,,
0.073,0.9,1,0.093,0.438,6,1,1,"""2-0""",,,
0.5,0.85,2,0.108,0.1,1,3,-2,"""0-1""",,,
0.525,0.6,4,0.051,0.95,0,1,3,"""3-0""",,,
0.229,0.9,3,0.849,0.15,4,2,0,"""0-0""",,,
0.117,0.9,1,0.092,0.5,4,3,-2,"""1-3""",,,
0.431,0.2,0,0.122,0.167,9,2,0,"""1-1""",,,
0.545,0.063,4,0.563,0.15,2,1,1,"""1-0""",,,
0.318,0.05,9,0.206,0.667,7,3,-1,"""1-2""",,,
0.635,0.278,4,0.108,0.45,2,1,1,"""4-0""",,,
0.156,0.2,1,0.15,0.444,9,1,1,"""2-1""",,,
0.485,0.2,2,0.108,0.9,4,2,0,"""1-1""",,,
0.197,0.333,3,0.104,0.944,0,1,2,"""2-0""",,,
0.13,0.85,4,0.072,0.25,2,3,-2,"""0-2""",,,
0.661,0.136,7,0.6,0.85,3,1,1,"""2-0""",,,
0.382,0.893,7,0.205,0.65,4,2,0,"""0-0""",,,
0.5,0.1,4,0.715,0.9,3,2,0,"""1-1""",,,
0.123,0.333,6,0.535,0.2,1,2,0,"""0-0""",,,
0.235,0.85,3,1.0,1.0,7,2,0,"""3-3",,,
0.743,0.636,6,0.558,0.2,6,3,-2,"""1-2""",,,
0.597,0.65,2,0.541,0.1,4,1,1,"""1-2""",,,
0.1,0.417,6,0.19,0.7,6,1,1,"""4-1""",,,
0.045,0.75,6,0.875,0.1,7,2,-1,"""0-1""",,,
0.416,0.625,0,0.139,0.75,9,2,0,"""2-2""",,,
0.578,0.4,6,0.402,0.667,0,3,-1,"""0-1""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""1-2""",,,
0.218,0.278,4,0.06,0.7,1,1,3,"""3-0""",,,
0.301,0.722,2,0.11,0.429,3,1,2,"""2-0""",,,
0.13,0.5,4,0.875,0.8,2,3,-2,"""0-2""",,,
0.487,0.889,6,0.203,0.563,6,1,1,"""2-1""",,,
0.123,0.333,2,0.343,0.278,4,2,0,"""0-0""",,,
0.123,0.188,0,0.205,0.75,1,2,-1,"""1-1""",,,
0.807,0.15,6,0.807,0.4,6,1,2,"""4-2""",,,
0.578,0.25,4,0.882,0.1,3,1,1,"""1-0""",,,
0.465,0.85,3,0.703,0.35,4,2,0,"""0-0""",,,
0.084,0.444,6,0.123,0.444,6,1,1,"""2-1""",,,
0.098,0.95,5,0.284,0.778,3,3,-2,"""1-3""",,,
0.465,0.688,0,0.882,0.1,0,3,-1,"""0-1""",,,
0.807,0.6,0,0.391,0.6,7,1,1,"""3-2""",,,
0.545,0.2,3,0.206,0.45,7,1,1,"""3-2""",,,
0.26,0.05,4,0.97,0.667,3,3,-2,"""3-2""",,,
0.61,0.125,9,1.0,0.167,9,3,-3,"""0-3""",,,
0.431,0.75,0,1.0,0.1,1,2,0,"""0-1""",,,
0.555,0.167,3,0.206,0.45,7,1,1,"""3-2""",,,
